message,label
我們一開始是遠距離 遠距離的我們一個在南一個在中 說近不近說遠不遠 但我們很恩愛 每一次得見面都會很開心很期待 但隨著我要回家的時間逼近 我們就越來越焦慮 前面幾天開心的回憶都會在這短短的幾小時內化成不捨的眼淚 每一次的分離都讓我們很難過 但卻更珍惜彼此 於事再他交往的第二年他決定來南部讀書 而我也從一個憤世嫉俗的少年開始學著怎麼努力不抱怨的去看待這個世界 於是第二年我也去報考了大學 但是是夜校 雖然一個是日一個是夜 但因為地區變成一樣了 讓我們很黏著彼此 絲毫沒有去考量生活圈的問題 於是在第三年 我們開始吵架了 從大到要分手小到今天吃什麼反正不管怎樣我們最後的選擇就是吵架 那時的我白天正職晚上夜校 那時的她白天上學晚上打工 我們就像一面鏡子 雖然互相看著對方表面但對方的背面卻完全看不清 看似很恩愛但心裡已經有了好多的負面情緒 於事開始有了暫時分開的聲音 但最後的分手 都在第三年半的時候發生 我那時候其實也準備放棄他了 可是當夜深冷靜的時候我都會想起她開心的臉龐 以前溫柔的她 總是拉著我叫我不要悲觀要好好生活 而且也為了我來到南部讀書 明明有更好的選擇 但為了愛他還是來了 所以我不想放棄他 所以每一次得分開每一次的分手都是我主動求復合 雖然後面都有成功複合 但漸漸的 我覺得他的心已經不在我這邊了 於是我在心裡默默做下決定 這是最後一次的求復合了 下一次就是我們的終點了 於是在第五年 他即將畢業了 她開始忙碌了 我也換了一份可以做到老的工作了 正當我覺得一切都要邁入正軌的時候 突然他爸爸的一句話讓我們瞬間瓦解 五年的時間很漫長 所以我沒有任何鬆懈只想努力賺錢 好讓我養得起他 並且住在一起 但是他爸爸把我這想法駁回了 他覺得我們交往不夠久 不適合住在一起 尤其今年不能 明年也不確定 在這個瞬間我的努力又全部化為烏有了 於是我難過的找到她 拖著我疲倦的身體 問他我想去墾丁一趟 陪我去好嗎 他也答應了 但他不知道的事 曾經他對我說過 他來南部想要去一次去墾丁 在這五年來我完成了他大大小小的願望 但唯獨這個我一直沒有實現 因為我想要等哪天求婚的時候再帶他去 但我想這次不去以後真的沒機會了 在我們從墾丁回來的兩個禮拜後我們分手了 分手是我提的 但我問了他兩個問題 第一：你不讓我碰你的習慣 你改的掉嗎（交往後我有變胖 他沒辦法接受變胖的我 於是他那時期很疏遠我所以後面導致我碰他 他會閃躲）他的回覆是：可能真的沒辦法了吧..我說好 沒關係 那我再問你第二問題：你還想要跟著我過嗎？ 他沈默了一回說他目前忙著畢業沒有想那麼多 我回他 我跟你交往五年不會因為這短短的兩個月而放棄你 於是他又想了想 最後從他嘴裡勉強擠出：可能現階段的我真的沒那個心思吧..雖然我那時面帶微笑 但我的心早就已經碎滿地了 我其實很想直接爆哭 可是我知道再這樣下去也沒有結果 哪怕他說他願意再試試想要再緩緩我都願意繼續跟他在一起 但他的答案讓我真的心如死灰。最後我走到她面前 雙手張開 跟他說這是最後一個擁抱了 我抱著他說 謝謝你給了我這段這麼棒的旅程 你沒有做錯 或許我們本來就不適合了 然後我真的好愛你 而他就靜靜的在我懷裡哭泣 結束了這五年來的生活 跟他在一起的日子永遠卡在了1999天 永遠沒辦法湊齊整數 就像我們湊不起來一樣暗示著我們 以前總聽朋友講幹話 真正一個人在分手難過時要快速走出來的最佳辦法就是在交一個 但我做不到 我沒辦法那麼快速的抽離這斷感情 但我前女友做到了 在我們分手不到一個月裡就跟比我小七歲的男生在一起 我沒有恨我女友 我也不怪他 我甚至沒覺得他給我戴帽子 我反而會祝他幸福 希望你未來都能順順利利的 也希望他能成為妳最後且最堅強的靠山了 不要再四處流浪了。,正常-normal
跟我朋友的狗交朋友,正常-normal
吧逼Q來不及了,正常-normal
他還聽不懂 為什麼我不可以來 我只是要按摩啊,正常-normal
… 那趕快回家洗澡,正常-normal
你要不要先去洗澡啊 剛到家嗎,正常-normal
我也就說說幹話,正常-normal
天下那個男生不好色，也不能說全部都是,正常-normal
而且我跟你都在講幹話,正常-normal
我洗澡一下,正常-normal
女生洗澡是很麻煩ㄉ,正常-normal
柬埔寨器官買賣比較流行,正常-normal
但我不會逼你喝,正常-normal
妳們沒睡過八點欸 好厲害,正常-normal
窩會滑到1點再慢悠悠地去洗澡,正常-normal
妳要不要先去洗澡早點休息,正常-normal
腳底按摩,正常-normal
但可以在這裡陪你講幹話哈哈,正常-normal
我當初會去按摩,正常-normal
後來就找我陪他去給人按摩,正常-normal
前陣子去台中出差的時候比較累,正常-normal
欸幹你跟我想法好像,正常-normal
只是下山洗澡會洗特別久,正常-normal
大概就是按摩、採耳、護膚,正常-normal
喔喔對啊我現在在躺按摩椅哈哈哈哈,正常-normal
哈哈尼也有可可愛愛的�鼻ㄇ？(●°u°●)​ 」,正常-normal
不要說婚姻，一段關係當中性生活就蠻重要的,正常-normal
有的喝酒會酒後亂性��,正常-normal
有機會也想給你按摩,正常-normal
對呀 要準備去洗澡休息了 �,正常-normal
我幫牠洗澡時，都要把牠放在一個臉盆裡，臉盆還要放在一個小椅子上，才不會洗ㄧ半跑走⋯,正常-normal
她生不出來…..他生病子宮無法讓胚胎著床,正常-normal
手沖咖啡我都會沖，學了一年多了，我比較喜歡偏酸感，不過大多數的人比較喜歡圓潤一點，應該說我喜歡淺培，大多喜歡中培，老一輩的喜歡重烘培,正常-normal
但我覺得你有點暈的咪咪冒冒,正常-normal
我先去洗澡 妳可以等我嗎�,正常-normal
可以去洗澡ㄌ,正常-normal
沒事 上述那三部純粹都在打打殺殺 我其實是在講幹話,正常-normal
我的從出生到現在除了不舒服其他都能睡過夜,正常-normal
說到這個 你有知道什麼流浪狗捲款方面的嗎,正常-normal
我覺得假日你做什麼 真的蠻重要的,正常-normal
剛好在台中出差��,正常-normal
已婚適合又如何,正常-normal
按摩也可以啊,正常-normal
還要洗澡,正常-normal
我還沒洗澡�,正常-normal
他真的蠻會幹話的,正常-normal
忙完直接回家洗澡秒睡的那種,正常-normal
欸幹你一臉會抽菸,正常-normal
你躺著戴耳機看片片 剩下交給我 哈哈哈哈,正常-normal
假日你不多睡會兒,正常-normal
好哇也行我先去洗澡我等等要出門,正常-normal
無聊解解火看看片睡覺這樣而已,正常-normal
哈 按摩椅,正常-normal
假日你這麼早喔,正常-normal
而且假日你也是很早起床,正常-normal
結果他好像睡過頭,正常-normal
還沒，我兒子剛睡，我現在先洗衣服洗澡等一下再為他吃飯,正常-normal
可是一夜情的意義在哪,正常-normal
好啦快去洗澡 辛苦嚕,正常-normal
"如果妳也喜歡電影 可以去看片
很療癒 很舒壓",正常-normal
我才剛要去洗澡欸,正常-normal
帥哥不可以色色,正常-normal
還有人陪睡,正常-normal
睡過一覺是指妳跟他睡過一覺還是過一晚上然後才變？,正常-normal
年輕的肉體嗎⋯⋯,正常-normal
欸欸欸欸 好 那我先載你 我回家再洗澡好了,正常-normal
在台中出差��,正常-normal
有陪聊的喔,正常-normal
早點洗澡吧,正常-normal
欸幹你整個超帥的欸,正常-normal
先來去洗澡吃早餐了喔,正常-normal
那你洗澡找在說嘍,正常-normal
會陪我幹話,正常-normal
牛不牛逼,正常-normal
我可是早10都會睡過頭的,正常-normal
會抓頭髮的男生我都暈的咪咪冒冒,正常-normal
好奇問一下身邊都沒有男性友人是看得上眼的嗎�,正常-normal
你是幹話王喔,正常-normal
再加上妳是金牛座的,正常-normal
洗澡要先休息,正常-normal
那我必須幫你按摩了,正常-normal
我昨天下班先回家看阿嬤有沒有煮飯結果沒有我就我回我爸媽家拿東西 然後再回我自己住的地方換衣服 拿東西去給我阿姨 再去夜市 夜市逛完我就去我乾媽家看他們 然後去幫我妹買飲料回去我爸媽家給他 這樣,正常-normal
不然去給人按摩(這個我就不確定有沒有用了 �️,正常-normal
剛運動完要洗澡,正常-normal
好可愛 他還戴浴帽是要去洗澡嗎,正常-normal
我都上班下班 洗澡吃飯睡覺,正常-normal
這樣我都不能跟你講幹話了�,正常-normal
有冷氣跟洗澡的嗎,正常-normal
美容院是幫人家按背部酸痛按摩嗎�,正常-normal
我都還沒洗澡欸,正常-normal
幹話大王是你,正常-normal
其實我發覺已婚的女人也不少,正常-normal
妳去洗澡,正常-normal
什麼包皮。。,正常-normal
歡迎來到幹話聊天室,正常-normal
陪聊可以喔,正常-normal
我馬夜結束了在等洗澡,正常-normal
按摩可以疏通經絡緩解疲勞，偶爾放鬆一下心情也蠻好,正常-normal
洗澡完吃完藥早點休息�,正常-normal
是我就睡過去了,正常-normal
我剛到家 要去洗澡休息了,正常-normal
還不去洗澡在忙什麼,正常-normal
這些都是被我閨蜜逼著拍說要看我弄得怎樣才拍的��,正常-normal
以前會約砲,正常-normal
連假按摩跟逛街,正常-normal
阿你洗澡沒,正常-normal
那我來去洗澡,正常-normal
你如果你愛大胸那請另尋她人喔,正常-normal
�沒興趣但是可以調教別人,正常-normal
也是浪狗後來也是給愛心媽媽,正常-normal
但我還是要先回家洗澡準備一下 哈哈哈,正常-normal
等你跟我幹話幾句啊,正常-normal
我也會跟我阿嬤講幹話,正常-normal
有些會練臀推,正常-normal
等著晚上妳幫我,正常-normal
妳只是講講幹話,正常-normal
哈哈還好沒有睡過站,正常-normal
很口愛耶,正常-normal
前天去按摩 超痠痛,正常-normal
要來陪睡嗎,正常-normal
睡過頭很久,正常-normal
反正都要洗澡了,正常-normal
會按摩或喝酒嗎,正常-normal
但也逼自己放下,正常-normal
如果要點嘎逼來喝，是點淺焙或卡布,正常-normal
衝到家第一件事情就是洗澡,正常-normal
連假 逛街按摩,正常-normal
洗車順便洗澡。,正常-normal
小孩跟老人講幹話他們有時候認真回,正常-normal
你上次就說要來找我按摩，到現在都沒說要來,正常-normal
牛逼瘋了,正常-normal
好了 咪咪,正常-normal
按摩要先啦～不然會弄到頭髮��,正常-normal
瘦太快會瘦到胸部,正常-normal
太臭的 直接幫他洗澡,正常-normal
我下班回家洗澡再去搭車,正常-normal
直到有一天留倉去洗澡的那一晚…,正常-normal
去洗澡ㄚ,正常-normal
抱歉，我剛在洗澡,正常-normal
喜歡喝蝦米嘎逼,正常-normal
"確實�
而且臉部按摩的部分還真的有點效果，特別是眼睛的附近，按摩完以後眼睛整個突然超酸，很想闔起來",正常-normal
對，真的很需要叮嚀跟逼著自己,正常-normal
洗澡完舒服,正常-normal
該洗澡但是懶得洗,正常-normal
哈哈哈沒洗澡怎麼可以躺床呢嘖嘖嘖,正常-normal
形形色色各式各樣的人很多,正常-normal
盲人按摩我也有去過,正常-normal
那時候不小心得了社交牛逼症,正常-normal
你很累呀這時候就要幫你抓抓肩膀按摩,正常-normal
來去洗澡啦,正常-normal
ㄚ晚上你可以嗎,正常-normal
洗澡完才能睡覺,正常-normal
不逼你了,正常-normal
但你可以放心我不是來約砲的啦,正常-normal
賣肉也太好笑了⋯,正常-normal
我也很會一本正經講幹話,正常-normal
因為不能只看店家裝潢或朋友推薦才去，要自己覺得有改善，才是對自己好，不然白花錢去按摩回來還不舒服,正常-normal
之前跟朋友去做全身的按摩，我想說我有點厚度，可能要大力點才比較有效，就請師傅按大力點,正常-normal
有人可能想到咪咪貓貓8⃣️�,正常-normal
還會相信我的幹話,正常-normal
洗澡完保養完皮膚了,正常-normal
只好請你們 好好洗澡 必要時止汗劑隨身攜帶,正常-normal
是我朋友要去洗澡我腦袋沒轉過來,正常-normal
以前我有幾次大遲到睡過頭,正常-normal
大家聚在一起放鬆講幹話�,正常-normal
這樣平日休假 晚上你會睡覺嗎,正常-normal
我要準備洗澡,正常-normal
已婚比較多,正常-normal
還沒洗澡哈哈,正常-normal
帶狗洗澡,正常-normal
確實，用的習慣也沒必要逼自己再換另一個,正常-normal
Okok 我以洗澡好躺床了,正常-normal
摸殺小 我不打砲,正常-normal
回家自己洗澡,正常-normal
我晚點回我先去洗澡,正常-normal
我要追上你的身高,正常-normal
只是為什麼要把他逼到角落 他看起來很徬徨無助 笑死,正常-normal
嗯嗯 我怕別人以為我約砲,正常-normal
有人覺得這是約砲軟體啊,正常-normal
還是會睡過頭欸哈哈哈,正常-normal
是做什麼樣的按摩啊,正常-normal
我月底要去台中出差 哈哈哈哈,正常-normal
我會不會被抓去器官買賣,正常-normal
你說幹話很多之類的嗎哈哈,正常-normal
明天要幫他洗澡臭死,正常-normal
光聽軟墊就覺得好像很舒服很好睡...,正常-normal
太熱真的流汗要洗澡不然對皮膚也不好,正常-normal
我一回家洗澡洗衣服耍廢到現在,正常-normal
那是真的牛逼,正常-normal
你沒有說我不會被抓去器官買賣欸,正常-normal
把我咬死看誰要睡妳旁邊,正常-normal
他說那我可以帶一個女生朋友去睡你家沙發嗎,正常-normal
說實話我覺得男生的生殖器官有一點點點點點噁心,正常-normal
幹話是我的人生強心劑欸,正常-normal
可是我還沒洗澡�,正常-normal
因為我周圍差不多年紀的都已婚了呀,正常-normal
無18�️,正常-normal
一堆人找我去按摩,正常-normal
你身材很好 太瘦會瘦到胸部怎麼辦,正常-normal
週末睡懶覺真開心,正常-normal
兩點多回家 然後弄一弄洗澡隨便都三點多了,正常-normal
請問你已婚？,正常-normal
那你們按摩怎麼收費呀好奇問問,正常-normal
巴哥感覺很口愛,正常-normal
這個月沒辦法⋯18要在全院報告 19台中出差,正常-normal
國慶日你有去拍照嗎,正常-normal
